Frame,cx,cy,w,h
982,0.639139056,0.206602365,0.017754555,0.029309794
983,0.635987639,0.186406493,0.017621934,0.02964972
984,0.635722637,0.16156438,0.016735792,0.0276815
985,0.6370399,0.137158334,0.017306745,0.029010445
986,0.637090087,0.109915793,0.017850459,0.029722326
987,0.639816761,0.083977431,0.018047214,0.030621588
988,0.645998061,0.054744996,0.018786073,0.031294834
989,0.662878156,0.030635132,0.018714011,0.031921677
990,0.689385295,0.011187155,0.019090474,0.032379054
991,0.713581145,0.022986501,0.017928958,0.029894089
993,0.691172719,0.088903561,0.017910957,0.029672243
994,0.668729305,0.046978503,0.01936996,0.032666881
995,0.367053151,0.569491863,0.015597552,0.032076478
996,0.363346636,0.581169844,0.015840739,0.033243656
1186,0.35663408,0.507814765,0.019854397,0.031858146
1187,0.362525403,0.552989542,0.020920426,0.036400199
1188,0.366619885,0.589233398,0.020639867,0.037147939
1189,0.366671026,0.617889881,0.019493014,0.035482228
1190,0.364972472,0.610185325,0.018393964,0.033509731
1191,0.362365067,0.574839473,0.01838842,0.035265744
1192,0.359040141,0.536757052,0.019038022,0.03036654
1193,0.360744059,0.505946457,0.019422561,0.03061974
1194,0.371708304,0.473160625,0.017447591,0.031407148
1195,0.383472115,0.453434467,0.017327368,0.029301703
1196,0.39864859,0.446497262,0.018834531,0.030549258
1197,0.417356074,0.458194137,0.017633826,0.029485196
1198,0.427669823,0.492103875,0.019928008,0.029987723
1199,0.433495432,0.543035567,0.016925037,0.030671477
1200,0.435479939,0.588477194,0.017758876,0.031778455
1202,0.427785158,0.614804029,0.018531412,0.033252776
1203,0.414146543,0.589251697,0.018162936,0.034627795
1204,0.413241416,0.521052122,0.01603663,0.026761949
1204,0.404561698,0.525067687,0.01601088,0.027606726
1207,0.379593045,0.257014692,0.019031227,0.03476873
1208,0.383209825,0.184693843,0.017867953,0.032015219
1210,0.425406307,0.149579167,0.017688751,0.032144532
1211,0.4225398,0.26560235,0.022278607,0.038526803
1212,0.408939958,0.483317375,0.021300286,0.034173876
1213,0.425258338,0.651826501,0.021496087,0.037086427
1214,0.443651199,0.611091912,0.024882227,0.042206526
1215,0.460950851,0.555787325,0.02210629,0.035173476
1216,0.479938328,0.50288856,0.022267342,0.03789258
1217,0.494530022,0.460799783,0.021702141,0.037022114
1218,0.508781672,0.421566069,0.021920681,0.037206352
1219,0.523191571,0.389715105,0.019871712,0.03317827
1220,0.536916733,0.367419302,0.021893799,0.034817666
1221,0.550503075,0.341904938,0.020413876,0.033723623
1222,0.562887788,0.324529737,0.020150185,0.033763528
1223,0.574208915,0.312101126,0.021148443,0.035078526
1224,0.587036192,0.306329072,0.020249724,0.034466863
1225,0.596003115,0.30117327,0.019260406,0.033332616
1226,0.670855403,0.247754842,0.019949615,0.035091236
1227,0.77184391,0.175219655,0.020187259,0.035314471
1228,0.871948659,0.104971796,0.022696376,0.038160533
1229,0.973452926,0.035806805,0.019589901,0.033887032
1375,0.365231276,0.536150753,0.018495619,0.033799171
1376,0.363082707,0.543636858,0.017911345,0.032573342
1490,0.359943926,0.509442687,0.019723028,0.031974375
1491,0.363221228,0.555096269,0.021272451,0.037151933
1492,0.366761506,0.590275407,0.020860404,0.03795141
1493,0.365720212,0.614009023,0.019579619,0.036110401
1494,0.36416924,0.603263974,0.019107997,0.035027683
1495,0.364609599,0.571129978,0.01861158,0.034996271
1496,0.364005148,0.534638762,0.020264596,0.032520473
1497,0.36853379,0.499802738,0.018222898,0.031444848
1498,0.377033919,0.465805531,0.018498003,0.032183856
1499,0.388552248,0.452283502,0.020090014,0.033115953
1500,0.401819527,0.448273808,0.019954354,0.032856345
1501,0.415388823,0.46665743,0.019502848,0.032486439
1502,0.425011784,0.502750397,0.019272804,0.032046735
1503,0.428858727,0.555425525,0.016443312,0.030682504
1504,0.434398115,0.597699642,0.016654402,0.03313458
1505,0.432999641,0.626755238,0.017438948,0.033338964
1506,0.429830432,0.621493101,0.019174069,0.033929348
1507,0.418451697,0.584035635,0.018874228,0.036350489
1508,0.411350787,0.518261552,0.018442363,0.030590355
1511,0.385345221,0.252759308,0.019276708,0.034919277
1512,0.389566123,0.173498064,0.018000245,0.031463459
1514,0.431814671,0.156117976,0.017182291,0.033277825
1515,0.425817937,0.304603606,0.020459831,0.037203729
1516,0.411294013,0.517235696,0.021975458,0.038522631
1517,0.436632425,0.666301727,0.019585729,0.034603894
1518,0.456628561,0.613646388,0.025115758,0.040753067
1519,0.480589747,0.559072435,0.022967041,0.038550735
1520,0.499442637,0.511426091,0.023225456,0.040454298
1521,0.517178953,0.470189393,0.021742582,0.035618514
1523,0.553654075,0.402267694,0.020886123,0.034348518
1524,0.572460711,0.379598469,0.02022934,0.033197582
1525,0.587818027,0.363613725,0.020126343,0.032899827
1526,0.603867054,0.350534737,0.020480812,0.035123795
1528,0.629422188,0.338284075,0.018862963,0.032027036
1529,0.642964482,0.338399947,0.018864095,0.0317626
1530,0.65936017,0.343868673,0.018466949,0.031351209
1546,0.616352916,0.248516142,0.018048227,0.030294105
1547,0.614109695,0.242701545,0.018436551,0.031975001
1548,0.614016235,0.234174937,0.019908309,0.033677861
1549,0.613686442,0.223552793,0.019656539,0.034179166
1550,0.6135571,0.213923335,0.019769013,0.033697143
1551,0.61370343,0.203722566,0.020171404,0.033619031
1552,0.611756802,0.191775233,0.020846367,0.036186874
1553,0.608658433,0.179395646,0.01995641,0.035184488
1554,0.604175091,0.173728883,0.020118296,0.035476819
1555,0.599269867,0.163169146,0.018926561,0.032976463
1556,0.594716907,0.151430473,0.018026471,0.032216072
1557,0.59660244,0.133559912,0.01752913,0.031273648
1558,0.603729963,0.112595826,0.018185377,0.031981148
1559,0.620242119,0.09200725,0.019806147,0.033458643
1560,0.643643498,0.087562218,0.020584106,0.035300195
1561,0.666640162,0.107907124,0.018988788,0.031855986
1564,0.629076302,0.135461554,0.017315388,0.029837124
1565,0.616531014,0.074846104,0.018765867,0.032403439
1566,0.605016768,0.053076688,0.019608498,0.034079529
1567,0.595225096,0.036217451,0.019315958,0.032765575
1568,0.584684253,0.019754279,0.018187046,0.030272819
1569,0.571563244,0.006858581,0.018325984,0.031594463
1570,0.560605645,0.001453971,0.015490413,0.026855111
1575,0.497897089,0.001559526,0.014468789,0.024241325
1576,0.485720932,0.007067738,0.018753707,0.032311693
1577,0.472526073,0.01763978,0.020017236,0.034159083
1578,0.458089471,0.034311816,0.020452172,0.033926845
1579,0.44259131,0.054171845,0.020803362,0.035135087
1580,0.428734362,0.080983497,0.022065908,0.039086401
1581,0.41589883,0.109304756,0.021763325,0.038241565
1582,0.400319576,0.142723754,0.021413505,0.037495114
1583,0.385767341,0.178533554,0.023595631,0.042189419
1584,0.370200992,0.221018642,0.021915436,0.040383026
1585,0.356295586,0.268678635,0.022349238,0.039840564
1586,0.339638531,0.318331301,0.022659749,0.039812207
1694,0.376067698,0.552203774,0.017644256,0.030849636
1695,0.377496868,0.559228659,0.018338442,0.027729213
1825,0.360647857,0.528418958,0.021115988,0.036244869
1826,0.366235554,0.572590947,0.02058816,0.039750278
1827,0.367067516,0.607490182,0.020366192,0.036932588
1828,0.366887003,0.620570302,0.019626141,0.036583483
1829,0.365489542,0.59380734,0.019214153,0.035842478
1830,0.361967862,0.559172034,0.020048767,0.033589303
1831,0.358625531,0.522078454,0.019803494,0.032225847
1832,0.367946565,0.491784304,0.018411487,0.032126367
1833,0.377261043,0.464401245,0.018231302,0.031062603
1834,0.393698215,0.447294354,0.019341081,0.032332331
1835,0.40971005,0.451226473,0.019630253,0.032289416
1836,0.422168434,0.475025147,0.019771129,0.030783117
1837,0.430333465,0.518105388,0.019684732,0.032336056
1838,0.431279123,0.578910708,0.016528994,0.032732069
1841,0.415292561,0.611127377,0.018403709,0.033976972
1842,0.402852297,0.556167364,0.017820865,0.032652676
1846,0.376905203,0.214254886,0.019296259,0.034415811
1847,0.387568414,0.151085556,0.016510099,0.030688941
1848,0.419785559,0.137664467,0.017991692,0.029883415
1849,0.425760448,0.222888678,0.019065171,0.036142275
1850,0.406922221,0.398361683,0.020038307,0.036078244
1851,0.408731163,0.616270542,0.024528801,0.042940319
1852,0.429200262,0.658292055,0.022922397,0.03941375
1853,0.443047822,0.610994458,0.026097924,0.042665303
1854,0.459002256,0.565786958,0.024805009,0.039575577
1855,0.474537641,0.524296224,0.020745575,0.034927487
1856,0.485699892,0.494656503,0.022811979,0.038493514
1857,0.499864072,0.470926076,0.02185446,0.036842287
1858,0.509353399,0.451441467,0.02028653,0.032437593
1859,0.522328377,0.436245203,0.019787669,0.030362636
1860,0.532788396,0.426671684,0.019714773,0.030813754
1861,0.541084051,0.423011035,0.019822717,0.030285776
1862,0.548235953,0.420864284,0.020083547,0.031290144
1863,0.557462454,0.425164223,0.018846273,0.02875936
1864,0.568328619,0.432935148,0.018623888,0.0277372
1885,0.516305029,0.221295908,0.017515898,0.029323548
1886,0.515318215,0.215620071,0.019155264,0.032247558
1887,0.513638973,0.205727771,0.019421399,0.0327003
1888,0.512330294,0.197561711,0.018920124,0.031901374
1889,0.510871768,0.188231766,0.019665241,0.033733919
1890,0.508725703,0.181258634,0.01956296,0.03384766
1891,0.506271422,0.178333417,0.019817859,0.034292817
1892,0.500393093,0.172711492,0.018268079,0.031848609
1893,0.497706443,0.163563251,0.017575562,0.031055197
1894,0.497512341,0.148412645,0.017872542,0.031619892
1895,0.505674124,0.123963721,0.018039733,0.030871436
1896,0.520221949,0.097618595,0.018719316,0.032527305
1897,0.545119762,0.082768574,0.01918149,0.033665486
1898,0.570385516,0.098895341,0.018712044,0.033306219
1901,0.540969193,0.148324788,0.014769673,0.027118444
1902,0.529579282,0.078551985,0.018363774,0.031108364
1903,0.522554159,0.054491222,0.01919204,0.033536926
1904,0.515290856,0.038662054,0.019829333,0.03476885
1905,0.507890105,0.027432647,0.019010633,0.032970559
1906,0.500247359,0.017320585,0.018486559,0.032623682
1907,0.492536128,0.01197942,0.019506067,0.034948625
1908,0.485555112,0.009383128,0.019268602,0.033613905
1909,0.477020234,0.00770008,0.018979013,0.032967005
1910,0.468607485,0.011167346,0.019241095,0.03386825
1911,0.459972322,0.018080132,0.018880367,0.032274749
1912,0.451337576,0.026011053,0.019520193,0.033515606
1913,0.443903923,0.040266804,0.020772278,0.035586558
1914,0.434799314,0.056701139,0.020978183,0.035268668
1915,0.426164865,0.077200785,0.021625668,0.037804335
1916,0.417036891,0.1023243,0.021912426,0.037855819
1917,0.407669693,0.131683037,0.021277487,0.037385106
1918,0.398789257,0.165373325,0.021588922,0.037702218
1919,0.389824092,0.201887369,0.020655394,0.035542086
1921,0.368575364,0.289818555,0.02050209,0.035068154
1923,0.349715412,0.398495138,0.020314008,0.036347538
1931,0.413586795,0.606333852,0.019144028,0.03516078
1932,0.418441296,0.592412591,0.018959731,0.03597188
1933,0.423483789,0.583119392,0.018364102,0.035070181
2002,0.375422955,0.679977238,0.016653448,0.030665874
2003,0.37019673,0.663732886,0.017685115,0.032099307
2004,0.36888963,0.652543426,0.018931895,0.033419311
2005,0.365229875,0.647479653,0.018492162,0.033477187
2006,0.361154437,0.641263068,0.017173886,0.032860518
2007,0.360349387,0.63413161,0.015533626,0.032397032
2008,0.362416208,0.628129959,0.014885634,0.030840874
2013,0.36550957,0.567077994,0.017678887,0.031797469
2014,0.368526518,0.554779232,0.019983828,0.034729958
2015,0.369287401,0.546216369,0.019616961,0.033947527
2016,0.370358169,0.541328371,0.020792812,0.035081625
2017,0.370368063,0.534626842,0.021735698,0.035005152
2018,0.371435523,0.528792739,0.021358848,0.034086645
2019,0.369719088,0.519096017,0.021248788,0.034061611
2020,0.364854515,0.511725128,0.020478308,0.033498317
2021,0.360667199,0.507371843,0.020603359,0.034455985
2022,0.35567832,0.502071798,0.020367742,0.034850568
2023,0.350890219,0.499665737,0.018146962,0.030562788
2024,0.346966147,0.509259284,0.01657927,0.028699666
2280,0.360140324,0.532696247,0.020308554,0.035281003
2281,0.366246819,0.577417374,0.020670295,0.038772166
2282,0.366587311,0.608355165,0.019655883,0.036117196
2283,0.365483165,0.610187173,0.01889199,0.035600126
2284,0.363974035,0.583011508,0.018541068,0.035526693
2285,0.361950934,0.543783307,0.019235462,0.031314433
2286,0.36256358,0.50871712,0.019730389,0.031856298
2287,0.371877521,0.474904299,0.018478394,0.033283263
2289,0.398907781,0.441274405,0.019734025,0.032019734
2290,0.412781984,0.456320047,0.018682361,0.031409055
2291,0.421262026,0.495955348,0.019748896,0.031681567
2292,0.428457648,0.547819853,0.017378092,0.030687034
2296,0.408106029,0.580718875,0.016788155,0.034186244
2300,0.37096864,0.235819072,0.018864334,0.035538062
2301,0.378045142,0.164947912,0.017104536,0.030655265
2303,0.418503881,0.168169022,0.018512517,0.034138173
2304,0.408407718,0.328564823,0.020712197,0.036945313
2305,0.402109861,0.553880811,0.019976825,0.035547793
2306,0.424798608,0.650233626,0.020853549,0.035836637
2307,0.435632467,0.59875834,0.025071979,0.041702569
2308,0.447728097,0.549134612,0.022402912,0.037779808
2309,0.46043396,0.506027043,0.022255033,0.03595233
2310,0.471765161,0.472881645,0.02148369,0.037197709
2311,0.482935786,0.43961972,0.021369755,0.036367744
2312,0.492349744,0.417178899,0.020654052,0.035968423
2313,0.500393152,0.39906913,0.020113051,0.03409335
2314,0.509250402,0.382247806,0.019107968,0.03189072
2315,0.517998457,0.373258233,0.019628227,0.032497853
2316,0.524157763,0.368775606,0.019724607,0.03271243
2317,0.530545473,0.365725815,0.019405663,0.031294167
2318,0.503844798,0.484497428,0.019735724,0.031347871
2319,0.481417179,0.524891376,0.020313889,0.033908129
2320,0.464643538,0.482231319,0.021469027,0.035552472
2321,0.448033988,0.436330378,0.021793872,0.036019534
2322,0.436922431,0.401360393,0.019244939,0.033835143
2326,0.363187373,0.266238928,0.021496147,0.036031097
2327,0.344901443,0.247078463,0.02248919,0.041259378
2328,0.327769458,0.227819726,0.022205979,0.038784057
2329,0.309154421,0.211304873,0.022015214,0.038605914
2330,0.289536625,0.200014815,0.023235559,0.041405708
2331,0.271884978,0.189568639,0.024178535,0.044034719
2332,0.251504511,0.183829486,0.024141744,0.042448774
2333,0.232294798,0.184749007,0.025299087,0.044504747
2334,0.211605668,0.185961217,0.025213182,0.044727683
2335,0.191651046,0.194047257,0.025552422,0.044951081
2336,0.171234101,0.20621258,0.02562274,0.043793574
2337,0.149211049,0.222179353,0.023862243,0.042722598
2338,0.12802507,0.241498649,0.025797032,0.043869928
2339,0.10573706,0.267020643,0.024929143,0.042856127
2340,0.084992483,0.298231781,0.024727672,0.040882468
2341,0.062978476,0.334174991,0.024831351,0.039156526
2342,0.03946602,0.378332138,0.025403872,0.042536587
2343,0.0152431,0.420230389,0.022062402,0.038904458
2461,0.046780355,0.512789011,0.023524825,0.042007118
2477,0.42120862,0.460869879,0.020541936,0.034030735
2478,0.434269637,0.460441113,0.024097621,0.042683154
2479,0.446950316,0.472003281,0.023117989,0.039849877
2480,0.451578617,0.481462061,0.021352708,0.03659448
2483,0.406155318,0.446577579,0.019888461,0.034028053
2484,0.367658615,0.413171113,0.019792497,0.03454563
2485,0.323038816,0.389249653,0.022206217,0.039722979
2486,0.27097249,0.365175962,0.024456888,0.042040497
2487,0.223426893,0.348325133,0.02484414,0.043336838
2488,0.1735816,0.334145606,0.026525155,0.043862939
2489,0.120949373,0.324661195,0.026811428,0.044862807
2490,0.06839972,0.318927199,0.026782781,0.043144941
2491,0.01772863,0.318100274,0.022957919,0.039679289
2547,0.367399156,0.558104873,0.016539454,0.03113091
2548,0.367411613,0.565470934,0.016496539,0.031742632
2549,0.364950657,0.566392958,0.015931785,0.027538061
2730,0.363002717,0.529411912,0.021002859,0.035772741
2731,0.366170347,0.566469312,0.02154997,0.037244201
2732,0.367187768,0.597126663,0.019239545,0.036859393
2733,0.368879855,0.618430376,0.019247144,0.036309779
2734,0.368402213,0.606916547,0.018010974,0.034656167
2735,0.36815697,0.572556019,0.017711431,0.035239995
2736,0.365952909,0.536262333,0.020243078,0.032435179
2737,0.370874286,0.496761888,0.018517852,0.032145321
2738,0.380289853,0.460344493,0.018689632,0.031681955
2739,0.39286834,0.436134458,0.018792748,0.030201644
2740,0.406705797,0.427182198,0.021337301,0.032470435
2741,0.419884682,0.445948184,0.018862367,0.031322181
2742,0.429735929,0.485680223,0.019526184,0.030251414
2743,0.437559128,0.539241791,0.018266976,0.03190583
2747,0.412444323,0.58711338,0.017031014,0.035135567
2751,0.383645624,0.253603309,0.018737555,0.035365626
2752,0.392935812,0.177262664,0.019726902,0.035802469
2754,0.439661205,0.160723865,0.019165099,0.035613552
2755,0.433204591,0.301035047,0.02092281,0.03932488
2756,0.411901534,0.508552909,0.022261292,0.038935661
2757,0.422981262,0.677995324,0.022043824,0.037313104
2758,0.441046417,0.635510027,0.024788231,0.042525649
2759,0.462713897,0.582597256,0.024738282,0.041490972
2760,0.483083129,0.530332923,0.022281796,0.038250148
2761,0.501618505,0.493263066,0.021273911,0.032871485
2762,0.518991888,0.455978066,0.020595193,0.033622682
2764,0.555881679,0.394851744,0.021885514,0.036089897
2765,0.572443485,0.373431683,0.021010458,0.034430474
2766,0.590092957,0.354430348,0.019687176,0.032159984
2767,0.607803881,0.343192667,0.019543052,0.032920361
2768,0.621660352,0.333657414,0.019137919,0.032554686
2769,0.637314677,0.325352788,0.018782556,0.032496661
2770,0.652470291,0.323943496,0.019010663,0.032246381
2793,0.614589095,0.258722425,0.018244445,0.031030774
2794,0.613688529,0.249273121,0.019639254,0.032807827
2795,0.611213088,0.235806197,0.020703852,0.03484273
2796,0.607716203,0.225247711,0.020479321,0.03580977
2797,0.604352593,0.215514064,0.019840002,0.034571141
2798,0.596789658,0.207298607,0.019558191,0.033682138
2799,0.590982676,0.194505095,0.019850612,0.033754781
2800,0.590946019,0.175356805,0.01970315,0.034234732
2801,0.599151015,0.147745937,0.019257545,0.034365594
2802,0.617386818,0.120687649,0.019218624,0.03319931
2803,0.645504475,0.117774978,0.019854367,0.034853332
2804,0.666080952,0.139289439,0.017544746,0.030166306
2806,0.638544798,0.195152014,0.015901744,0.027154788
2807,0.627862334,0.12747705,0.017351091,0.029802665
2808,0.619042873,0.066382788,0.019011438,0.032804277
2809,0.607414365,0.02926401,0.018262088,0.031158317
2810,0.596781373,0.002986875,0.014508963,0.024588887
3085,0.362411678,0.518606544,0.020295173,0.034303069
3086,0.366129965,0.561865568,0.021285236,0.036886871
3087,0.368191302,0.593925357,0.019933134,0.038404763
3088,0.370833397,0.621701717,0.019838274,0.037911773
3089,0.369891912,0.621543169,0.019469798,0.036490917
3090,0.367344201,0.592745185,0.018075973,0.035810769
3091,0.36657095,0.559877455,0.019621819,0.032521486
3092,0.369827628,0.52452749,0.019735664,0.031578541
3093,0.378508627,0.493369281,0.01884529,0.032582879
3094,0.388225406,0.462102771,0.018333435,0.031142652
3095,0.401378691,0.448407948,0.019329488,0.032397926
3096,0.415168762,0.455615699,0.019530267,0.032589912
3097,0.424124122,0.484314859,0.018850893,0.028819948
3098,0.435021222,0.533392429,0.018122762,0.030812085
3103,0.407314718,0.539049387,0.01781249,0.030208707
3107,0.386592597,0.204394251,0.0200302,0.034870565
3108,0.398423791,0.147969186,0.017818004,0.031147197
3109,0.42687124,0.137162566,0.017933339,0.03149388
3110,0.440307915,0.215394944,0.020836741,0.036029652
3111,0.420201778,0.391521841,0.02083388,0.038216412
