Frame,cx,cy,w,h
9863,0.506604075,0.39269042,0.021315634,0.035694093
9864,0.520469546,0.367946833,0.021123469,0.034812272
9865,0.533762991,0.351839304,0.019865394,0.0333381
9866,0.546073675,0.33954373,0.020144105,0.032889843
9867,0.559247434,0.32684356,0.020062447,0.032740712
9868,0.570881069,0.324809134,0.020102501,0.03299287
9869,0.626336753,0.421986252,0.017131686,0.030873239
9870,0.711323261,0.511011362,0.017631054,0.027013719
9871,0.761904001,0.445769072,0.017355323,0.027694792
9872,0.819331348,0.379257262,0.019008279,0.029516637
9873,0.872436464,0.312367767,0.022202253,0.034439743
9874,0.927439809,0.247193784,0.023962021,0.038549498
9875,0.982110918,0.187527716,0.020190477,0.036206752
9943,0.227758065,0.532709301,0.01861009,0.032728553
9944,0.224680275,0.531941772,0.018864974,0.033220112
10117,0.366496205,0.573464453,0.012522489,0.033367515
10118,0.367996454,0.577765048,0.013192594,0.034613729
10119,0.368426681,0.579487205,0.014101833,0.03563112
10120,0.368620098,0.586041451,0.014179856,0.035954773
10121,0.369146466,0.594934106,0.014057189,0.035438001
10122,0.368467271,0.599475205,0.01361081,0.034699559
10123,0.367616862,0.599845469,0.013442159,0.035105586
10124,0.367358118,0.599980056,0.013187289,0.034802914
10125,0.367162824,0.600559413,0.013449103,0.035001516
10126,0.365920663,0.606234074,0.01329717,0.0345788
10127,0.36493808,0.611961365,0.013110727,0.034237564
10128,0.365006238,0.610276103,0.013102114,0.034285367
10129,0.364322007,0.607081652,0.013100922,0.034427226
10130,0.363318741,0.61117816,0.01338771,0.034215689
10131,0.362132341,0.615543246,0.013436019,0.034083128
10132,0.36128518,0.618272066,0.013738811,0.034326017
10133,0.359696269,0.615232825,0.013379842,0.033906162
10134,0.358792245,0.611234426,0.01339677,0.033522785
10135,0.357412547,0.611824155,0.013064086,0.033494174
10136,0.35626471,0.614136338,0.012935013,0.033720672
10137,0.355233967,0.616278172,0.013528913,0.033658981
10138,0.354288697,0.612305522,0.013541579,0.033896625
10139,0.35315156,0.606603026,0.013288319,0.033387601
10140,0.352625579,0.603725553,0.013427734,0.033122122
10141,0.352470815,0.605539083,0.013383418,0.032815754
10142,0.3521038,0.606186628,0.013416827,0.03277427
10143,0.352295697,0.601930976,0.013387442,0.032880723
10144,0.352328122,0.599280477,0.013401359,0.03304112
10145,0.352405429,0.5987252,0.01342693,0.033133149
10146,0.353415459,0.601781845,0.013869107,0.033462703
10147,0.35412097,0.60315454,0.014189273,0.033621013
10148,0.35414362,0.602197766,0.013801247,0.033476651
10149,0.353875995,0.601409793,0.013574332,0.033396304
10150,0.354571402,0.602690816,0.013503492,0.033102334
10151,0.356021285,0.604552627,0.013811946,0.032770157
10152,0.357463002,0.605203271,0.013792396,0.03251946
10153,0.358909041,0.604524672,0.013935328,0.032650828
10154,0.360298574,0.605478704,0.013970912,0.032782078
10155,0.361404955,0.60473907,0.013513833,0.032793045
10156,0.362832963,0.60341239,0.013266414,0.032732785
10157,0.365298122,0.602814674,0.013207138,0.032544792
10158,0.368530273,0.603423834,0.012997001,0.032432437
10159,0.372309327,0.60340023,0.01256147,0.032622635
10160,0.373515427,0.603643775,0.012367278,0.032521307
10161,0.376429498,0.605285645,0.01287511,0.032730043
10162,0.380170822,0.601548433,0.012938797,0.032938123
10163,0.382585496,0.596679211,0.012203693,0.032404661
10186,0.410929263,0.600146651,0.013221204,0.031328678
10187,0.409465939,0.604071319,0.013368368,0.031808376
10188,0.409521222,0.604222298,0.01343745,0.031974077
10189,0.409616351,0.605012536,0.01355803,0.032153785
10190,0.40945071,0.605022728,0.013576835,0.032226563
10191,0.409506321,0.604661226,0.013624728,0.032302439
10192,0.409366459,0.604749382,0.013706863,0.032393694
10193,0.409490734,0.604124129,0.013715804,0.032476544
10194,0.409605682,0.603628457,0.013648748,0.032399297
10195,0.40972352,0.603245676,0.013673723,0.032403469
10196,0.409577817,0.603581309,0.013737082,0.032380044
10197,0.409643114,0.603882909,0.013836056,0.032657206
10198,0.409905195,0.60431242,0.013851315,0.032693803
10250,0.349309921,0.545528293,0.014970422,0.029526711
10251,0.35744375,0.590947628,0.01635626,0.035785258
10252,0.366441071,0.64951551,0.019719094,0.035097957
10253,0.373551011,0.699201882,0.022569776,0.037334561
10254,0.374395698,0.729513049,0.021696389,0.037629962
10255,0.373524189,0.739587188,0.022455543,0.038697481
10256,0.368066132,0.727181137,0.022403985,0.038635373
10257,0.363665402,0.691318333,0.022082597,0.035737395
10258,0.355537504,0.639423728,0.022103429,0.036935866
10259,0.347446501,0.578440189,0.020435542,0.039449036
10260,0.339585006,0.530055821,0.02210179,0.042478919
10261,0.334507108,0.486212939,0.020690709,0.038527071
10262,0.327614486,0.456149161,0.019498229,0.036334783
10263,0.325596035,0.44167152,0.019278228,0.035337031
10264,0.325066984,0.437789917,0.019408137,0.035387099
10265,0.329882383,0.4484725,0.02057752,0.038476139
10266,0.337513477,0.479867578,0.022796154,0.044333488
10267,0.348540008,0.525807977,0.021823406,0.04269737
10268,0.361362755,0.576500177,0.019287795,0.039825141
10269,0.373605102,0.624307752,0.020466447,0.038887918
10270,0.382923841,0.658964455,0.021536678,0.03608489
10271,0.389241934,0.676174521,0.021290272,0.035734355
10272,0.388396621,0.658698738,0.019898146,0.035411835
10273,0.382988453,0.619115889,0.016980827,0.035500884
10274,0.37343806,0.559075713,0.017265558,0.033928931
10276,0.355323613,0.368040562,0.015471697,0.02907151
10277,0.349109352,0.283455312,0.019469708,0.036024243
10278,0.347993433,0.221152335,0.018339902,0.032310024
10280,0.366462797,0.281256527,0.022281826,0.039863646
10281,0.352415621,0.454480112,0.021912605,0.041808575
10282,0.364948571,0.636704147,0.020220816,0.037137628
10283,0.392408848,0.666440606,0.021143943,0.036519945
10284,0.400629938,0.612061858,0.024151415,0.041608036
10285,0.409701049,0.566087544,0.022688866,0.041192174
10286,0.415547669,0.529581547,0.023334533,0.041719019
10287,0.424178064,0.496660233,0.023401767,0.039491385
10288,0.430416703,0.470110387,0.022006631,0.037493587
10289,0.438369155,0.445490837,0.021768361,0.03859672
10290,0.44729501,0.430359781,0.023720384,0.039681345
10291,0.455440938,0.417693853,0.021942019,0.038845271
10292,0.462088048,0.411388367,0.021571904,0.037570417
10293,0.469758511,0.411172628,0.020812631,0.035965413
10294,0.477275372,0.412656367,0.020709068,0.035871714
10295,0.484585106,0.420035541,0.020219773,0.034378171
10296,0.487610579,0.43101728,0.021561235,0.035449535
10316,0.492520511,0.313831747,0.017947644,0.030581862
10317,0.488596439,0.297929019,0.019334257,0.033487439
10318,0.485973895,0.284570515,0.019628197,0.033103526
10319,0.483404785,0.270331323,0.019762933,0.03283006
10320,0.483807027,0.259582996,0.019924372,0.033555433
10321,0.483108401,0.252360553,0.019330144,0.032506183
10322,0.483082682,0.245218843,0.01942718,0.033027709
10323,0.483723521,0.239433706,0.019233495,0.032575235
10324,0.48392877,0.234235525,0.018958628,0.031933263
10325,0.484635413,0.228880346,0.018807173,0.031584129
10326,0.485661954,0.225186825,0.018646538,0.031649277
10327,0.486890078,0.223003685,0.01875484,0.031928822
10328,0.489943862,0.220912337,0.018347591,0.031126961
10329,0.492554665,0.218038648,0.01778248,0.030098155
10330,0.496017963,0.216275632,0.01770848,0.029974967
10331,0.498713106,0.214010969,0.017427027,0.029399127
10332,0.504195511,0.209712416,0.017595202,0.029294267
10333,0.507352889,0.205267653,0.017775267,0.029650629
10334,0.514579654,0.20001924,0.018047333,0.029984698
10335,0.520406127,0.192085922,0.01742202,0.029807985
10336,0.525086939,0.187602252,0.016814947,0.028977618
10337,0.528661549,0.183703661,0.015875578,0.027678594
10338,0.529639661,0.182126403,0.015034676,0.02715759
10339,0.528596461,0.182952881,0.015134454,0.027162611
10340,0.527106047,0.182865992,0.014861345,0.026937574
10341,0.526011705,0.19270286,0.015701115,0.027249724
10342,0.526251376,0.198489323,0.016362786,0.027833462
10343,0.529641509,0.183843911,0.016756535,0.028571174
10344,0.537530184,0.168567821,0.015972435,0.02796337
10347,0.543176889,0.193450123,0.015450835,0.026880696
10348,0.514795423,0.172020406,0.016583681,0.029323891
10349,0.489038408,0.119684249,0.019008756,0.032679468
10350,0.485895336,0.099449418,0.020552874,0.034827277
10351,0.48255381,0.09128584,0.020755172,0.03463576
10352,0.479132414,0.085165188,0.020691484,0.034735888
10353,0.476198196,0.080872059,0.021313697,0.036310218
10354,0.472741187,0.081015058,0.021127254,0.036103174
10355,0.468434572,0.083279565,0.021030337,0.035730548
10356,0.466065913,0.088168494,0.02139318,0.036011487
10357,0.462679744,0.09780287,0.021528095,0.035344049
10358,0.458639562,0.111614168,0.022342682,0.036674567
10359,0.454818904,0.125216126,0.021615058,0.037019387
10360,0.450061768,0.145521164,0.02138555,0.036736667
10361,0.445847094,0.168821543,0.02148214,0.037775934
10362,0.440208137,0.197076425,0.022127837,0.039287269
10363,0.436901331,0.227530777,0.022072315,0.039894685
10364,0.43238157,0.263493985,0.020949215,0.036752939
10365,0.429138839,0.292455614,0.018175125,0.03312397
10542,0.360662818,0.579240918,0.012203842,0.032770574
10543,0.360921204,0.585430026,0.012523651,0.034064114
10544,0.361686558,0.586916029,0.013151407,0.034976602
10545,0.362983465,0.58869648,0.013402432,0.035124123
10546,0.362187684,0.595358968,0.013305575,0.03489846
10547,0.361772597,0.604602933,0.013490826,0.034061253
10548,0.361651123,0.606931686,0.013720959,0.03382498
10549,0.361963689,0.603984833,0.013688624,0.034623265
10550,0.360800326,0.60594058,0.01327154,0.03422147
10551,0.360195637,0.610310555,0.013146073,0.033852935
10552,0.360098749,0.612913013,0.013359845,0.033963561
10553,0.36033684,0.612908602,0.013407916,0.033872902
10554,0.360524654,0.61016506,0.01356414,0.033940196
10555,0.359858751,0.610453427,0.013310879,0.033800721
10556,0.35927254,0.612512589,0.013229907,0.033869803
10557,0.358644545,0.612745047,0.013222009,0.033900678
10558,0.357436955,0.611875057,0.013037115,0.033811986
10559,0.356170535,0.609025955,0.012844235,0.033337951
10560,0.354946971,0.607102275,0.012801021,0.033133507
10561,0.354120702,0.609625459,0.012818277,0.033309579
10562,0.353045642,0.609264374,0.012968749,0.033197701
10563,0.352271467,0.604092836,0.012857914,0.032893062
10564,0.351127863,0.597830892,0.012775511,0.032560647
10565,0.35020715,0.595547497,0.01264295,0.032257915
10566,0.349045813,0.597150147,0.012634009,0.031923294
10567,0.350174606,0.604254365,0.012632638,0.032149851
10568,0.349707812,0.60373652,0.012603879,0.031883538
10569,0.348641932,0.596064687,0.012577534,0.031622827
10576,0.351898134,0.588537157,0.012909263,0.030676007
10577,0.355455875,0.588431537,0.012078315,0.031262636
10675,0.352747321,0.560551405,0.017557144,0.032512963
10676,0.360664785,0.614443123,0.01684621,0.035057425
10677,0.369721949,0.664942563,0.021646649,0.036956549
10678,0.373750269,0.709638238,0.021535486,0.037596166
10679,0.375539422,0.734436214,0.02216959,0.038762927
10680,0.373523325,0.739192247,0.022537112,0.039083183
10681,0.368391275,0.719223917,0.022262335,0.03819418
10682,0.363584936,0.676070809,0.022292644,0.036223352
10683,0.356814206,0.623210549,0.021612316,0.036705554
10684,0.348668367,0.566598892,0.021128833,0.038075447
10685,0.343714178,0.51450491,0.021919161,0.041182339
10686,0.336645603,0.478520989,0.019569278,0.036493748
10687,0.332369268,0.447087586,0.018773109,0.035035342
10688,0.329749882,0.437882483,0.01927188,0.035259217
10689,0.330907404,0.440803707,0.019257128,0.035323113
10690,0.337179512,0.455404013,0.019894361,0.037628114
10691,0.346182525,0.490905762,0.022055864,0.043123692
10692,0.357953101,0.540728688,0.022156119,0.0413872
10693,0.368762612,0.592602849,0.019396335,0.039737046
10694,0.379931599,0.639177263,0.022084177,0.038738012
10695,0.391363502,0.671927691,0.020407528,0.034690619
10696,0.398169279,0.677061379,0.020157933,0.033940434
10697,0.399149328,0.654180169,0.019225836,0.034445822
10698,0.395531356,0.609596252,0.017246395,0.034369349
10699,0.387215316,0.539813876,0.017055809,0.03038615
10701,0.371315479,0.354848623,0.017054886,0.031621367
10702,0.368052602,0.262421936,0.02015695,0.035751283
10703,0.364394814,0.21265763,0.019349337,0.033077136
10704,0.382563472,0.211734608,0.017421067,0.029907495
10705,0.380993843,0.311885864,0.020685226,0.039187312
10706,0.373560786,0.489432573,0.02308619,0.044228077
10707,0.395410597,0.659226656,0.022993535,0.039448798
10708,0.416473687,0.649371862,0.02240178,0.038416207
10709,0.428889215,0.591714263,0.025523394,0.043195188
10710,0.440461814,0.542212129,0.022793025,0.039522409
10711,0.451815784,0.494633853,0.023272544,0.039847404
10712,0.462339878,0.451390713,0.022224993,0.038113952
10713,0.473520994,0.41791749,0.022476077,0.04073438
10714,0.484514832,0.388515264,0.021698624,0.037409663
10715,0.495785236,0.364777982,0.020740777,0.036351919
10716,0.506534815,0.343632042,0.020746469,0.035446286
10717,0.516275465,0.326629996,0.020446181,0.034555852
10718,0.526275635,0.315558732,0.019942045,0.034594953
10719,0.534805775,0.308930814,0.019744039,0.032798588
10720,0.56417501,0.331369519,0.019590437,0.031665117
10721,0.696287513,0.526786208,0.016774118,0.028384745
10722,0.78748256,0.552775979,0.017787337,0.02773118
10722,0.80099535,0.561358154,0.01764065,0.025912166
10723,0.882734656,0.500376344,0.019091547,0.030543387
10724,0.972690701,0.448569953,0.020854652,0.034235567
10801,0.89880538,0.057049416,0.020569861,0.033769395
10802,0.722955227,0.062545694,0.019383669,0.03182504
10803,0.557263494,0.072316051,0.02102083,0.03483402
10804,0.390428007,0.082037836,0.022933125,0.038432196
10805,0.228636816,0.095443204,0.022792816,0.037449896
10806,0.061320789,0.097202398,0.022773627,0.035921469
11127,0.364507735,0.518336833,0.019767612,0.034280539
11128,0.3668468,0.562989533,0.019540638,0.035516977
11129,0.368755221,0.593183041,0.018244833,0.036481738
11130,0.369263083,0.618985832,0.01816833,0.035722733
11131,0.367918789,0.614690423,0.017229408,0.033739269
11132,0.366331518,0.583316684,0.016639084,0.034824669
11133,0.365082771,0.547973573,0.018382132,0.031742454
11134,0.367852747,0.509450614,0.019116431,0.030867666
11135,0.377189457,0.47563231,0.01871708,0.03273651
11136,0.388539493,0.451757371,0.018964082,0.031274587
11137,0.402800441,0.440572977,0.019034535,0.031397432
11138,0.413804203,0.451093018,0.018734932,0.032206625
11139,0.425572932,0.492650986,0.020941824,0.030290723
11140,0.431300074,0.550670505,0.017239392,0.032017171
11149,0.39145422,0.193984538,0.019017547,0.03399606
11150,0.405610085,0.144440651,0.017247558,0.030326977
11151,0.43588382,0.147818983,0.017822534,0.031054288
11152,0.441471934,0.247268647,0.020323426,0.036329806
11153,0.417896032,0.439065129,0.020343214,0.035538495
11154,0.419712335,0.647289515,0.020582616,0.036067426
11155,0.433141619,0.649826288,0.021193266,0.036976695
11156,0.44753176,0.611656547,0.024207383,0.040286422
11158,0.479036629,0.536747456,0.021368533,0.037870347
11159,0.492970943,0.506443262,0.022272229,0.037828982
11160,0.508153141,0.484360337,0.020761818,0.033882171
11161,0.520770907,0.464823425,0.019956529,0.03272137
11162,0.537049651,0.44507134,0.020021617,0.032059103
11163,0.547603905,0.437718183,0.020334244,0.032701015
11164,0.563463748,0.4337098,0.019957781,0.031504959
11166,0.585837543,0.433481872,0.019510746,0.03203842
11167,0.59712708,0.439110637,0.019215643,0.031490177
11168,0.606958866,0.458696932,0.017573595,0.027360439
11185,0.571652234,0.206795096,0.017082095,0.029171869
11186,0.572045207,0.195788264,0.019181371,0.032306254
11187,0.57113868,0.180650949,0.018996596,0.032864705
11188,0.567702293,0.170018554,0.018494725,0.03197749
11189,0.562343955,0.160828412,0.017084539,0.02956526
11190,0.559076369,0.149540469,0.016776323,0.028715551
11191,0.561044455,0.132146537,0.017244518,0.029128335
11192,0.575056076,0.114626348,0.018806636,0.03155344
11193,0.601020575,0.108187392,0.019236803,0.032773338
11194,0.622846484,0.129314765,0.017975628,0.030668765
11196,0.594970286,0.20157975,0.015865326,0.027901158
11197,0.573719859,0.139112905,0.018097401,0.030852981
11198,0.558050036,0.095412835,0.019178331,0.032460235
11199,0.546705723,0.086370781,0.019649088,0.032813765
11200,0.538889766,0.080279768,0.019775689,0.033231325
11201,0.527307093,0.073646106,0.019981027,0.033401061
11202,0.515686989,0.074168183,0.020596206,0.034290478
11203,0.505061984,0.07608813,0.020452976,0.034231301
11204,0.492262721,0.079616874,0.019902498,0.033900663
11205,0.479987144,0.088893123,0.021345556,0.035377279
11206,0.467612594,0.100240305,0.020818412,0.034973927
11207,0.455500245,0.114682838,0.02081269,0.035084188
11208,0.44129169,0.134572208,0.020927608,0.035595492
11209,0.428310573,0.15898481,0.019985199,0.033102512
11210,0.413900495,0.183880836,0.021008104,0.037102789
11211,0.400181115,0.214396715,0.020832032,0.035879731
11212,0.385647357,0.248950332,0.021756619,0.037066981
11213,0.371203244,0.290700376,0.022038549,0.038302481
11214,0.35464406,0.335367143,0.021416187,0.037901729
11215,0.340144753,0.378090739,0.021562666,0.039683551
11216,0.322970152,0.434472054,0.021031857,0.038294077
11217,0.30780226,0.493357718,0.018929482,0.035577208
11327,0.362515748,0.537675858,0.020136148,0.034807622
11328,0.368204713,0.573101044,0.01936546,0.03831917
11329,0.368453443,0.6043033,0.019168079,0.035616755
11330,0.367326707,0.613581419,0.018028736,0.034683287
11331,0.365396023,0.588428795,0.016978234,0.034268975
11332,0.364945352,0.552091241,0.018906385,0.033436358
11333,0.363751292,0.516905129,0.019527465,0.032857299
11334,0.37212503,0.486410618,0.01797533,0.032532185
11336,0.39410919,0.450352311,0.019129604,0.031958222
11337,0.409916699,0.453498006,0.018756181,0.032134801
11338,0.425025403,0.48694253,0.019527465,0.029307216
11339,0.434043586,0.529795527,0.017966866,0.031782448
11342,0.430015981,0.619218469,0.01848492,0.033468723
11343,0.415697902,0.591500044,0.017586768,0.035589218
11344,0.410824955,0.524081469,0.015758812,0.029932559
11344,0.401577622,0.538189054,0.015215158,0.029595852
11347,0.367327094,0.264601588,0.017442793,0.033375338
11348,0.372998208,0.191072345,0.017504513,0.031996176
11350,0.420314908,0.140850931,0.019374162,0.033709049
11351,0.424532354,0.253619045,0.020669371,0.037680805
11352,0.409053892,0.466406524,0.020478368,0.034735918
11353,0.42268014,0.649169683,0.021558672,0.036535561
11354,0.435352057,0.618457079,0.023825765,0.040998042
11355,0.446110964,0.561686933,0.023103178,0.039087415
11356,0.457334906,0.512833714,0.023114085,0.038295299
11357,0.465864003,0.476477295,0.02179265,0.036256909
11358,0.474485278,0.438916624,0.02115187,0.035401881
11359,0.483730346,0.408921897,0.020829856,0.038356334
11360,0.49047789,0.388707846,0.019087851,0.033435464
11361,0.496199608,0.370798469,0.018810958,0.032125503
11362,0.502398372,0.356576502,0.018515587,0.031522721
11363,0.508298934,0.348490179,0.019080549,0.031889707
11364,0.513140082,0.3434093,0.019421637,0.032479495
11365,0.517263055,0.34686774,0.01927489,0.032075405
11366,0.521935821,0.35073626,0.019058287,0.031973749
11385,0.50484091,0.195376411,0.01661098,0.02790311
11386,0.502235174,0.184375241,0.018386185,0.030510724
11387,0.497575998,0.175068781,0.01893115,0.031522572
11388,0.490938902,0.168946236,0.018401951,0.031119809
11389,0.487000465,0.159135222,0.017566919,0.029189512
11390,0.487846464,0.138731793,0.017428935,0.030585565
11391,0.499208868,0.115954228,0.017902017,0.029848114
11392,0.52038908,0.095509931,0.018490016,0.031547189
11393,0.547145367,0.09699963,0.01855737,0.03138452
11395,0.542906821,0.174359381,0.014309645,0.028757989
11396,0.527226985,0.15604718,0.017265677,0.028098375
11397,0.513113141,0.089509562,0.018739879,0.031621881
11398,0.507389307,0.061408788,0.018593967,0.03078464
11399,0.501450956,0.039123081,0.017927051,0.028527807
11400,0.496411264,0.022360776,0.017448813,0.028433513
11401,0.489312708,0.008001115,0.017142534,0.028688479
11402,0.485717624,0.003625494,0.014699996,0.026842622
11409,0.446543336,0.003666283,0.014396816,0.025065755
11410,0.438705832,0.007190851,0.018243313,0.030696999
11411,0.430970252,0.023071796,0.01886636,0.031323198
11412,0.424091041,0.044602618,0.020852029,0.034981884
11413,0.417438507,0.067854956,0.021814317,0.03696898
11414,0.41151166,0.094426781,0.021757841,0.036731064
11415,0.404821992,0.127158687,0.020915002,0.035913683
11416,0.397285461,0.166144803,0.02211985,0.038416147
11417,0.390862852,0.208603203,0.022024333,0.038460568
11419,0.378386497,0.302215934,0.021629423,0.039929688
11603,0.362131894,0.546548247,0.018858284,0.033137619
11604,0.367620349,0.5803473,0.018572181,0.036724865
11605,0.367550731,0.612335801,0.018502384,0.035502076
11606,0.366881967,0.616892934,0.018119961,0.035044849
11607,0.364516437,0.591777325,0.017225534,0.034570754
11608,0.361614764,0.552336931,0.018905669,0.033798754
11609,0.357591212,0.517804921,0.019216716,0.033288956
11610,0.364279866,0.484375715,0.017010808,0.03172338
11611,0.371994615,0.462068409,0.017866582,0.030873477
11613,0.397608221,0.454313427,0.019557387,0.032530844
11614,0.411219776,0.484078467,0.017989129,0.029923081
11615,0.422687322,0.524230123,0.01842308,0.030902982
11618,0.427643895,0.616049051,0.019370288,0.034003794
11619,0.41667679,0.59174192,0.017124951,0.034183145
11620,0.402159661,0.537964225,0.0170421,0.03146404
11624,0.366115451,0.204872653,0.018574864,0.033552915
11625,0.376371831,0.149131939,0.016545773,0.028995156
11627,0.423016608,0.214947626,0.021017998,0.036979347
11628,0.408406705,0.401080877,0.020171463,0.036825001
11629,0.409072936,0.615753889,0.021467477,0.038998842
11630,0.427376747,0.637668908,0.023984373,0.040959954
11631,0.436765075,0.583251476,0.025191635,0.043408096
11632,0.448374629,0.534589946,0.022701383,0.038555384
11633,0.4582811,0.493652582,0.021499008,0.035335273
11634,0.468050271,0.459194541,0.020583808,0.035562515
11635,0.479701132,0.430079639,0.021517277,0.035633504
11636,0.486280113,0.409484863,0.020043015,0.035770118
11637,0.493558049,0.392629057,0.018984169,0.032707393
11638,0.502013385,0.379675806,0.019280672,0.031571925
11639,0.508981884,0.37300384,0.019098371,0.031639814
11640,0.514841259,0.373051584,0.019348621,0.032364994
11641,0.521339893,0.375403643,0.019628763,0.032476425
11642,0.527022719,0.384540439,0.01969558,0.031784981
11662,0.492067814,0.181321979,0.018039972,0.02997902
11663,0.495761395,0.166952908,0.019370317,0.032706425
11664,0.498541296,0.148901522,0.018528819,0.031898171
11665,0.499937654,0.133450836,0.01863125,0.031632349
11666,0.497745126,0.124639988,0.018701732,0.031479277
11667,0.495630622,0.11678119,0.017811269,0.030224986
11668,0.493408561,0.107516639,0.017613798,0.029120386
11669,0.49751848,0.099791355,0.01784721,0.028111488
11670,0.510095596,0.091066152,0.018366396,0.031276412
11671,0.529476345,0.08520329,0.019426465,0.032869391
11672,0.55130446,0.09889733,0.018469334,0.031450123
11676,0.511348486,0.097430676,0.018266141,0.030698761
11677,0.506044686,0.056732096,0.018618256,0.030872088
11678,0.499741852,0.031404119,0.017169565,0.027648209
11679,0.494743347,0.009319175,0.017471433,0.028903276
11692,0.416797578,0.010361272,0.020126015,0.034333058
11693,0.409740508,0.033627503,0.020613253,0.034444172
11694,0.402656287,0.062163539,0.021205902,0.035098445
11695,0.395064175,0.092485182,0.022712797,0.037620544
11696,0.388483942,0.129081711,0.022245914,0.036865719
11697,0.38086009,0.172570914,0.022910237,0.040520296
11698,0.373782098,0.218325749,0.022369266,0.04041636
11699,0.366013348,0.266432464,0.021939605,0.038832515
11914,0.361430466,0.540281534,0.019965202,0.034706056
11915,0.367945671,0.580841303,0.019598931,0.037569463
11916,0.367357075,0.610757709,0.018803567,0.035591781
11917,0.36621654,0.609013975,0.017356724,0.034145713
11918,0.365951091,0.577415168,0.017099857,0.034257889
11919,0.364706933,0.539322019,0.018682897,0.031930029
11920,0.364842236,0.508376122,0.018613845,0.030008405
11921,0.374052107,0.479665041,0.01759389,0.032753736
11922,0.389925778,0.459494442,0.018598795,0.030902326
11923,0.402825654,0.456096023,0.019172013,0.031731486
11924,0.417004943,0.478686988,0.019022346,0.030918479
11925,0.425596714,0.515444994,0.019630164,0.033156633
11928,0.426279664,0.628337622,0.017353058,0.032709599
11929,0.419713378,0.61766237,0.019016087,0.035244226
11930,0.406166315,0.572015345,0.01670149,0.037158251
11934,0.367420495,0.231064796,0.017748237,0.034685507
11937,0.422094047,0.180525899,0.020089805,0.03748028
11938,0.411722898,0.348178148,0.021221906,0.037150502
11940,0.435666025,0.645026684,0.019719034,0.034643233
11941,0.443467766,0.581460238,0.024044335,0.041562796
11942,0.453889012,0.529480815,0.022724301,0.038508594
11943,0.465024382,0.483917117,0.021214008,0.035581023
11944,0.474836469,0.442528486,0.021497607,0.036675215
11945,0.486786366,0.411553264,0.01951915,0.034668237
11946,0.496018708,0.383446515,0.018672138,0.032022446
11947,0.506485462,0.365011841,0.0193097,0.032671213
11948,0.514330745,0.347143531,0.018749952,0.031282932
11949,0.523589492,0.340098083,0.018131733,0.030454367
11950,0.532515526,0.336226672,0.018365979,0.030402243
11951,0.541185617,0.335544705,0.018341959,0.029851586
11953,0.543597519,0.4843871,0.019130945,0.032161027
11954,0.537388086,0.412036538,0.019234657,0.031082928
11955,0.530073762,0.350696385,0.020093918,0.033302397
11956,0.524310827,0.290312111,0.019979894,0.032513231
11957,0.518045902,0.23121053,0.019935846,0.034418941
11958,0.511997342,0.17792964,0.020745754,0.036462307
11959,0.507013619,0.123263419,0.019887447,0.034015067
11960,0.501159072,0.074768245,0.01976034,0.033148777
11961,0.494986415,0.027852295,0.017891139,0.02971385
12107,0.142679453,0.701992273,0.021318242,0.033591866
12108,0.155008644,0.665426493,0.024242833,0.039309442
12109,0.163349152,0.63448894,0.024220511,0.040569961
12110,0.166896164,0.612435341,0.023547649,0.03962326
12111,0.162145317,0.578703046,0.023623168,0.040471375
12112,0.143174648,0.543800116,0.024285987,0.040714085
12113,0.114585713,0.518257856,0.02409821,0.041053116
12423,0.360118032,0.536899328,0.018801779,0.03180331
12424,0.365906775,0.566012979,0.019767553,0.03522861
12425,0.366417944,0.596160769,0.017648846,0.035668075
12426,0.366694212,0.617713928,0.017546743,0.034846425
12427,0.36723277,0.61442107,0.017110646,0.033111572
12428,0.366049111,0.586599588,0.016400665,0.033403516
12429,0.365240306,0.552465916,0.018340528,0.031788111
12430,0.365354538,0.513683379,0.019443601,0.03143999
12431,0.373474926,0.486222208,0.017968416,0.03216669
12433,0.399841249,0.437260151,0.018376321,0.029796243
12434,0.411422431,0.439692706,0.019118994,0.032425046
12435,0.419998109,0.4622311,0.0187895,0.030441403
12436,0.431898177,0.511336327,0.020285696,0.033534229
12445,0.382855982,0.238315284,0.018590868,0.035435855
12446,0.395044625,0.169709563,0.018761933,0.03381829
12448,0.441828966,0.177516818,0.019442648,0.034979984
12449,0.430716157,0.32718423,0.019316047,0.034474313
12450,0.411413729,0.536511779,0.020731896,0.039064109
12451,0.423968971,0.681087017,0.020399392,0.034665644
12452,0.436600149,0.631020904,0.024632961,0.042048931
12453,0.452141732,0.583771706,0.024571896,0.041185439
12454,0.46883294,0.54074204,0.021144271,0.036216438
12455,0.483021379,0.505753517,0.02247718,0.037529051
12456,0.496919423,0.47720325,0.020830929,0.034449369
12457,0.511415958,0.450453162,0.020188987,0.033162385
12458,0.525416017,0.430006236,0.02137202,0.033731818
12460,0.552261949,0.40300861,0.019884765,0.032215476
12461,0.564567804,0.396681786,0.019886434,0.03258124
12462,0.576420426,0.392283261,0.020643711,0.032905132
12463,0.589523137,0.391554952,0.018857837,0.030635089
12464,0.600886464,0.394316018,0.019500077,0.031589359
12499,0.553472996,0.224306777,0.018127263,0.030252904
12500,0.55196929,0.205675885,0.018834233,0.031981379
12501,0.549124479,0.193066657,0.019165814,0.032017767
12502,0.5442487,0.178713322,0.019233882,0.033098593
12503,0.537300646,0.172220439,0.018767357,0.032023206
